feedback_id,date,canal,segment_client,region,produit_service,parcours_client,score,sentiment_attendu,theme_attendu,sous_theme,irritant,niveau_urgence,impact_business,est_bloquant,commentaire
ECOMMERCE-001029,2025-07-25,Trustpilot,Nouveau client,Auvergne-Rhône-Alpes,Livraison express,Remboursement,2,negative,Support client,réponses contradictoires,réponses contradictoires,Élevée,augmentation des relances et baisse satisfaction,True,J’ai ouvert une demande urgente mais je n’ai reçu aucune réponse utile pendant plusieurs jours. Cette situation est remontée depuis Auvergne-Rhône-Alpes et touche surtout le parcours remboursement.
ECOMMERCE-001030,2025-05-25,Email SAV,Client premium,Suisse,Commande marketplace,Retour,4,positive,Expérience positive,service satisfaisant,aucun irritant majeur,Faible,satisfaction et confiance,False,"super expérience, rien à signaler"
ECOMMERCE-001031,2025-12-12,Avis site,Client premium,Suisse,Livraison standard,Livraison,2,negative,Livraison / Logistique,colis marqué livré mais non reçu,colis marqué livré mais non reçu,Modérée,perte de confiance post-achat,True,aucune réponse
ECOMMERCE-001032,2025-03-26,Chat client,Nouveau client,Île-de-France,Abonnement premium,Achat,1,negative,Produit / Qualité,erreur de taille,erreur de taille,Faible,dégradation de la promesse produit,False,"Le produit fonctionne, mais l’emballage était insuffisant et plusieurs éléments étaient rayés à l’arrivée. Cette situation est remontée depuis Île-de-France et touche surtout le parcours achat."
ECOMMERCE-001033,2025-08-23,Avis site,Nouveau client,Hauts-de-France,Livraison standard,Achat,1,negative,Livraison / Logistique,retard livraison express,retard livraison express,Modérée,perte de confiance post-achat,True,"Le suivi colis changeait tous les jours entre en préparation, expédié et livré. Impossible de savoir où était réellement la commande. Le problème n’est pas isolé : il génère des relances, de l’incertitude et une perception de manque de maîtrise."
ECOMMERCE-001034,2025-08-28,Chat client,Client régulier,Belgique,Abonnement premium,Achat,1,negative,Livraison / Logistique,suivi colis incohérent,suivi colis incohérent,Faible,perte de confiance post-achat,False,"Mon colis est arrivé abîmé et l’emballage était ouvert. J’ai perdu confiance dans la capacité de la marque à gérer correctement une commande importante. Le cas concerne le segment client régulier, sur le parcours achat, avec un impact direct sur abonnement premium."
ECOMMERCE-001035,2025-06-10,Email SAV,Client premium,Hauts-de-France,Commande marketplace,Support après-vente,2,negative,Support client,relances multiples,relances multiples,Faible,augmentation des relances et baisse satisfaction,False,bof
ECOMMERCE-001036,2025-02-04,Email SAV,Client premium,Auvergne-Rhône-Alpes,Livraison standard,Achat,1,negative,Produit / Qualité,emballage insuffisant,emballage insuffisant,Faible,dégradation de la promesse produit,False,"J’ai reçu une mauvaise taille malgré une commande correctement validée. Le cas concerne le segment client premium, sur le parcours achat, avec un impact direct sur livraison standard."
ECOMMERCE-001037,2025-11-28,Avis site,Client premium,Suisse,Abonnement premium,Retour,1,negative,Remboursement / Facturation,facture incompréhensible,facture incompréhensible,Modérée,friction financière et perte de crédibilité,False,retard encore
ECOMMERCE-001038,2025-11-21,Application mobile,Client régulier,Hauts-de-France,Livraison express,Achat,2,negative,Produit / Qualité,qualité inférieure aux photos,qualité inférieure aux photos,Faible,dégradation de la promesse produit,False,"J’ai reçu une mauvaise taille malgré une commande correctement validée. Le problème n’est pas isolé : il génère des relances, de l’incertitude et une perception de manque de maîtrise."
ECOMMERCE-001039,2025-08-05,Chat client,Nouveau client,Hauts-de-France,Commande marketplace,Livraison,2,negative,Produit / Qualité,produit incomplet,produit incomplet,Faible,dégradation de la promesse produit,False,"Il manque une pièce essentielle dans le colis, donc je ne peux pas utiliser le produit. Le problème n’est pas isolé : il génère des relances, de l’incertitude et une perception de manque de maîtrise."
ECOMMERCE-001040,2025-08-01,Email SAV,Client premium,Auvergne-Rhône-Alpes,Livraison standard,Remboursement,1,negative,Communication,absence de notification proactive,absence de notification proactive,Élevée,manque de visibilité client,False,"Je n’ai reçu aucune notification proactive alors que ma commande était en retard. Le problème n’est pas isolé : il génère des relances, de l’incertitude et une perception de manque de maîtrise."
ECOMMERCE-001041,2025-02-06,Avis site,Client régulier,Belgique,Retour produit,Achat,2,negative,Remboursement / Facturation,double prélèvement,double prélèvement,Faible,friction financière et perte de crédibilité,False,nul
ECOMMERCE-001042,2025-11-20,Email SAV,Nouveau client,Auvergne-Rhône-Alpes,Retour produit,Retour,3,negative,Livraison / Logistique,suivi colis incohérent,suivi colis incohérent,Faible,perte de confiance post-achat,False,bloqué depuis hier
ECOMMERCE-001043,2025-08-31,Trustpilot,Client premium,Suisse,Livraison standard,Achat,2,negative,Livraison / Logistique,colis marqué livré mais non reçu,colis marqué livré mais non reçu,Faible,perte de confiance post-achat,False,bloqué depuis hier
ECOMMERCE-001044,2026-02-09,Email SAV,Client premium,Hauts-de-France,Retour produit,Support après-vente,1,negative,Support client,relances multiples,relances multiples,Modérée,augmentation des relances et baisse satisfaction,False,retard encore
ECOMMERCE-001045,2025-02-14,Email SAV,Nouveau client,Belgique,Abonnement premium,Retour,2,negative,Support client,absence de suivi,absence de suivi,Faible,augmentation des relances et baisse satisfaction,False,ça devient pénible
ECOMMERCE-001046,2025-05-14,Chat client,Client premium,Hauts-de-France,Livraison standard,Remboursement,3,negative,Remboursement / Facturation,avoir non reçu,avoir non reçu,Faible,friction financière et perte de crédibilité,False,très long
ECOMMERCE-001047,2025-12-15,Application mobile,Client entreprise,Auvergne-Rhône-Alpes,Abonnement premium,Livraison,1,negative,Communication,absence de notification proactive,absence de notification proactive,Faible,manque de visibilité client,False,service lent
ECOMMERCE-001048,2025-06-11,Trustpilot,Client premium,Hauts-de-France,Commande marketplace,Achat,1,negative,Livraison / Logistique,retard livraison express,retard livraison express,Modérée,perte de confiance post-achat,True,"Le suivi colis changeait tous les jours entre en préparation, expédié et livré. Impossible de savoir où était réellement la commande. Le problème n’est pas isolé : il génère des relances, de l’incertitude et une perception de manque de maîtrise."
ECOMMERCE-001049,2026-01-21,Trustpilot,Client régulier,Suisse,Retour produit,Achat,1,negative,Livraison / Logistique,colis endommagé,colis endommagé,Modérée,perte de confiance post-achat,True,"Le suivi colis changeait tous les jours entre en préparation, expédié et livré. Impossible de savoir où était réellement la commande. Le cas concerne le segment client régulier, sur le parcours achat, avec un impact direct sur retour produit."
ECOMMERCE-001050,2025-06-20,Trustpilot,Client premium,Suisse,Retour produit,Livraison,4,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,"bof, ça marche mais ce n’est pas très clair"
ECOMMERCE-001051,2025-11-13,Chat client,Client entreprise,Hauts-de-France,Abonnement premium,Achat,1,negative,Produit / Qualité,produit défectueux,produit défectueux,Faible,dégradation de la promesse produit,False,Le produit reçu ne correspond pas aux photos du site. Cette situation est remontée depuis Hauts-de-France et touche surtout le parcours achat.
ECOMMERCE-001052,2025-07-03,Avis site,Client régulier,Hauts-de-France,Retour produit,Retour,2,negative,Produit / Qualité,erreur de taille,erreur de taille,Faible,dégradation de la promesse produit,False,"J’ai reçu une mauvaise taille malgré une commande correctement validée. Le problème n’est pas isolé : il génère des relances, de l’incertitude et une perception de manque de maîtrise."
ECOMMERCE-001053,2025-12-04,Trustpilot,Nouveau client,Hauts-de-France,Livraison express,Achat,3,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,"L’expérience est correcte, mais il manque un suivi plus visible."
ECOMMERCE-001054,2025-04-29,Trustpilot,Nouveau client,Hauts-de-France,Livraison standard,Achat,2,negative,Livraison / Logistique,suivi colis incohérent,suivi colis incohérent,Faible,perte de confiance post-achat,False,bloqué depuis hier
ECOMMERCE-001055,2025-11-17,Chat client,Nouveau client,Suisse,Commande marketplace,Achat,1,negative,Support client,réponses automatiques,réponses automatiques,Faible,augmentation des relances et baisse satisfaction,False,"Le service client répond avec des messages automatiques qui ne traitent pas mon problème. Le problème n’est pas isolé : il génère des relances, de l’incertitude et une perception de manque de maîtrise."
ECOMMERCE-001056,2025-08-04,Chat client,Nouveau client,Suisse,Abonnement premium,Livraison,2,negative,Livraison / Logistique,colis endommagé,colis endommagé,Faible,perte de confiance post-achat,False,Mon colis est arrivé abîmé et l’emballage était ouvert. J’ai perdu confiance dans la capacité de la marque à gérer correctement une commande importante. Cette situation est remontée depuis Suisse et touche surtout le parcours livraison.
ECOMMERCE-001057,2025-08-01,Email SAV,Client premium,Auvergne-Rhône-Alpes,Retour produit,Retour,2,negative,Remboursement / Facturation,facture incompréhensible,facture incompréhensible,Faible,friction financière et perte de crédibilité,False,"J’ai reçu un avoir au lieu d’un remboursement alors que j’avais demandé un remboursement bancaire. Le cas concerne le segment client premium, sur le parcours retour, avec un impact direct sur retour produit."
ECOMMERCE-001058,2025-12-27,Application mobile,Client régulier,Hauts-de-France,Retour produit,Livraison,3,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,"Je n’ai pas rencontré de blocage majeur, mais la communication pourrait être améliorée."
ECOMMERCE-001059,2025-01-07,Application mobile,Client premium,Hauts-de-France,Livraison standard,Retour,4,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,"à revoir, surtout les explications"
ECOMMERCE-001060,2026-01-13,Trustpilot,Client premium,Belgique,Abonnement premium,Livraison,3,negative,Support client,relances multiples,relances multiples,Faible,augmentation des relances et baisse satisfaction,False,je comprends pas
ECOMMERCE-001061,2025-08-30,Chat client,Nouveau client,Île-de-France,Livraison standard,Retour,3,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,"L’expérience est correcte, mais il manque un suivi plus visible."
ECOMMERCE-001062,2025-08-15,Chat client,Client régulier,Belgique,Livraison standard,Retour,3,negative,Produit / Qualité,produit défectueux,produit défectueux,Faible,dégradation de la promesse produit,False,"Le produit fonctionne, mais l’emballage était insuffisant et plusieurs éléments étaient rayés à l’arrivée. Le cas concerne le segment client régulier, sur le parcours retour, avec un impact direct sur livraison standard."
ECOMMERCE-001063,2025-02-16,Email SAV,Nouveau client,Belgique,Livraison standard,Achat,2,negative,Produit / Qualité,emballage insuffisant,emballage insuffisant,Faible,dégradation de la promesse produit,False,bof
ECOMMERCE-001064,2025-01-17,Avis site,Client régulier,Hauts-de-France,Commande marketplace,Remboursement,2,negative,Produit / Qualité,erreur de taille,erreur de taille,Faible,dégradation de la promesse produit,False,"Il manque une pièce essentielle dans le colis, donc je ne peux pas utiliser le produit. Pour un profil client régulier, ce niveau de friction réduit fortement la confiance dans le service."
ECOMMERCE-001065,2025-05-08,Avis site,Client régulier,Auvergne-Rhône-Alpes,Retour produit,Livraison,2,negative,Livraison / Logistique,retard livraison express,retard livraison express,Faible,perte de confiance post-achat,False,très long
ECOMMERCE-001066,2025-07-19,Chat client,Nouveau client,Auvergne-Rhône-Alpes,Livraison standard,Support après-vente,4,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,"bof, ça marche mais ce n’est pas très clair"
ECOMMERCE-001067,2025-11-01,Chat client,Client régulier,Auvergne-Rhône-Alpes,Commande marketplace,Livraison,3,negative,Communication,manque de transparence,manque de transparence,Faible,manque de visibilité client,False,"Le site indique une chose, le transporteur une autre, et le support encore une autre. Pour un profil client régulier, ce niveau de friction réduit fortement la confiance dans le service."
ECOMMERCE-001068,2026-01-15,Chat client,Nouveau client,Suisse,Livraison express,Retour,2,negative,Remboursement / Facturation,avoir non reçu,avoir non reçu,Faible,friction financière et perte de crédibilité,False,J’ai été prélevé deux fois pour la même commande. La facture ne permet pas de comprendre ce qui a été payé ou remboursé. Cette situation est remontée depuis Suisse et touche surtout le parcours retour.
ECOMMERCE-001069,2025-02-14,Email SAV,Client régulier,Suisse,Livraison express,Remboursement,2,negative,Livraison / Logistique,colis endommagé,colis endommagé,Modérée,perte de confiance post-achat,False,"J’ai payé une livraison express pour recevoir ma commande avant un déplacement, mais le colis est arrivé avec plusieurs jours de retard. Cela a retardé une décision importante."
ECOMMERCE-001070,2025-06-26,Chat client,Client régulier,Hauts-de-France,Commande marketplace,Achat,4,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,très long
ECOMMERCE-001071,2025-05-03,Chat client,Client régulier,Suisse,Commande marketplace,Achat,1,negative,Livraison / Logistique,suivi colis incohérent,suivi colis incohérent,Modérée,perte de confiance post-achat,False,"J’ai payé une livraison express pour recevoir ma commande avant un déplacement, mais le colis est arrivé avec plusieurs jours de retard. Pour un profil client régulier, ce niveau de friction réduit fortement la confiance dans le service."
ECOMMERCE-001072,2026-01-29,Email SAV,Client entreprise,Auvergne-Rhône-Alpes,Abonnement premium,Achat,2,negative,Livraison / Logistique,colis marqué livré mais non reçu,colis marqué livré mais non reçu,Faible,perte de confiance post-achat,False,super cette fois
ECOMMERCE-001073,2026-01-26,Trustpilot,Nouveau client,Auvergne-Rhône-Alpes,Livraison standard,Remboursement,2,negative,Livraison / Logistique,colis endommagé,colis endommagé,Faible,perte de confiance post-achat,False,"Mon colis est arrivé abîmé et l’emballage était ouvert. J’ai perdu confiance dans la capacité de la marque à gérer correctement une commande importante. Le problème n’est pas isolé : il génère des relances, de l’incertitude et une perception de manque de maîtrise."
ECOMMERCE-001074,2026-02-12,Application mobile,Client entreprise,Suisse,Livraison standard,Remboursement,3,negative,Remboursement / Facturation,double prélèvement,double prélèvement,Faible,friction financière et perte de crédibilité,False,J’ai reçu un avoir au lieu d’un remboursement alors que j’avais demandé un remboursement bancaire. Cela donne l’impression que le suivi n’est pas maîtrisé.
ECOMMERCE-001075,2025-12-04,Trustpilot,Client entreprise,Île-de-France,Livraison standard,Remboursement,1,negative,Livraison / Logistique,retard livraison express,retard livraison express,Modérée,perte de confiance post-achat,False,"J’ai payé une livraison express pour recevoir ma commande avant un déplacement, mais le colis est arrivé avec plusieurs jours de retard. Pour un profil client entreprise, ce niveau de friction réduit fortement la confiance dans le service."
ECOMMERCE-001076,2025-12-07,Chat client,Client entreprise,Île-de-France,Retour produit,Support après-vente,3,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,"L’expérience est correcte, mais il manque un suivi plus visible."
ECOMMERCE-001077,2025-02-07,Avis site,Client régulier,Suisse,Abonnement premium,Remboursement,1,negative,Livraison / Logistique,colis endommagé,colis endommagé,Modérée,perte de confiance post-achat,True,"Le suivi colis changeait tous les jours entre en préparation, expédié et livré. Impossible de savoir où était réellement la commande. Cela m’a obligé à relancer plusieurs fois."
ECOMMERCE-001078,2025-11-05,Email SAV,Client entreprise,Auvergne-Rhône-Alpes,Livraison standard,Retour,2,negative,Support client,réponses automatiques,réponses automatiques,Faible,augmentation des relances et baisse satisfaction,False,Le service client répond avec des messages automatiques qui ne traitent pas mon problème. Cette situation est remontée depuis Auvergne-Rhône-Alpes et touche surtout le parcours retour.
ECOMMERCE-001079,2025-12-23,Email SAV,Nouveau client,Auvergne-Rhône-Alpes,Livraison express,Retour,2,negative,Remboursement / Facturation,facture incompréhensible,facture incompréhensible,Faible,friction financière et perte de crédibilité,False,"Le remboursement devait être effectué sous quelques jours, mais après deux semaines je n’ai toujours rien reçu. Cela peut pousser un client à ne pas revenir."
ECOMMERCE-001080,2025-11-24,Chat client,Client entreprise,Belgique,Commande marketplace,Achat,4,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,"Je n’ai pas rencontré de blocage majeur, mais la communication pourrait être améliorée."
ECOMMERCE-001081,2025-11-23,Chat client,Client entreprise,Île-de-France,Commande marketplace,Support après-vente,3,negative,Livraison / Logistique,colis marqué livré mais non reçu,colis marqué livré mais non reçu,Faible,perte de confiance post-achat,True,commande jamais recu
ECOMMERCE-001082,2025-04-12,Email SAV,Nouveau client,Île-de-France,Livraison standard,Support après-vente,1,negative,Support client,délai de réponse long,délai de réponse long,Élevée,augmentation des relances et baisse satisfaction,True,J’ai ouvert une demande urgente mais je n’ai reçu aucune réponse utile pendant plusieurs jours. Cette situation est remontée depuis Île-de-France et touche surtout le parcours support après-vente.
ECOMMERCE-001083,2025-03-21,Avis site,Nouveau client,Suisse,Livraison express,Livraison,1,negative,Support client,réponses automatiques,réponses automatiques,Élevée,augmentation des relances et baisse satisfaction,True,"J’ai ouvert une demande urgente mais je n’ai reçu aucune réponse utile pendant plusieurs jours. Pour un profil nouveau client, ce niveau de friction réduit fortement la confiance dans le service."
ECOMMERCE-001084,2025-12-22,Email SAV,Nouveau client,Auvergne-Rhône-Alpes,Retour produit,Livraison,4,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,"L’expérience est correcte, mais il manque un suivi plus visible."
ECOMMERCE-001085,2025-11-11,Email SAV,Client régulier,Île-de-France,Commande marketplace,Support après-vente,1,negative,Produit / Qualité,produit incomplet,produit incomplet,Faible,dégradation de la promesse produit,False,personne répond
ECOMMERCE-001086,2025-12-18,Email SAV,Nouveau client,Suisse,Livraison express,Remboursement,1,negative,Livraison / Logistique,colis marqué livré mais non reçu,colis marqué livré mais non reçu,Modérée,perte de confiance post-achat,True,"Le suivi colis changeait tous les jours entre en préparation, expédié et livré. Impossible de savoir où était réellement la commande. Le problème n’est pas isolé : il génère des relances, de l’incertitude et une perception de manque de maîtrise."
ECOMMERCE-001087,2025-12-02,Trustpilot,Client premium,Belgique,Abonnement premium,Livraison,2,negative,Support client,délai de réponse long,délai de réponse long,Faible,augmentation des relances et baisse satisfaction,False,"L’agent était poli, mais il n’avait pas la capacité de résoudre le problème. Pour un profil client premium, ce niveau de friction réduit fortement la confiance dans le service."
ECOMMERCE-001088,2025-02-05,Application mobile,Nouveau client,Belgique,Livraison standard,Remboursement,1,negative,Communication,informations contradictoires,informations contradictoires,Faible,manque de visibilité client,False,"Les emails de suivi ne sont pas clairs. Je ne sais pas si ma commande est en préparation, expédiée ou bloquée. Pour un profil nouveau client, ce niveau de friction réduit fortement la confiance dans le service."
ECOMMERCE-001089,2025-07-29,Trustpilot,Client premium,Auvergne-Rhône-Alpes,Abonnement premium,Remboursement,3,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,pas bloqué mais pas fluide non plus
ECOMMERCE-001090,2025-10-16,Avis site,Client entreprise,Auvergne-Rhône-Alpes,Commande marketplace,Retour,2,negative,Livraison / Logistique,colis marqué livré mais non reçu,colis marqué livré mais non reçu,Faible,perte de confiance post-achat,False,Mon colis est arrivé abîmé et l’emballage était ouvert. J’ai perdu confiance dans la capacité de la marque à gérer correctement une commande importante. Cette situation est remontée depuis Auvergne-Rhône-Alpes et touche surtout le parcours retour.
ECOMMERCE-001091,2025-11-19,Email SAV,Client premium,Auvergne-Rhône-Alpes,Retour produit,Support après-vente,2,negative,Support client,relances multiples,relances multiples,Faible,augmentation des relances et baisse satisfaction,False,"Le service client répond avec des messages automatiques qui ne traitent pas mon problème. Pour un profil client premium, ce niveau de friction réduit fortement la confiance dans le service."
ECOMMERCE-001092,2025-04-04,Trustpilot,Client premium,Hauts-de-France,Abonnement premium,Support après-vente,4,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,"Je n’ai pas rencontré de blocage majeur, mais la communication pourrait être améliorée."
ECOMMERCE-001093,2025-09-20,Chat client,Client régulier,Belgique,Livraison express,Remboursement,2,negative,Support client,délai de réponse long,délai de réponse long,Élevée,augmentation des relances et baisse satisfaction,True,"J’ai ouvert une demande urgente mais je n’ai reçu aucune réponse utile pendant plusieurs jours. Le cas concerne le segment client régulier, sur le parcours remboursement, avec un impact direct sur livraison express."
ECOMMERCE-001094,2026-01-16,Avis site,Client entreprise,Île-de-France,Livraison express,Retour,1,negative,Communication,absence de notification proactive,absence de notification proactive,Élevée,manque de visibilité client,False,"Je n’ai reçu aucune notification proactive alors que ma commande était en retard. Le problème n’est pas isolé : il génère des relances, de l’incertitude et une perception de manque de maîtrise."
ECOMMERCE-001095,2025-07-29,Avis site,Client entreprise,Suisse,Commande marketplace,Remboursement,1,negative,Livraison / Logistique,colis marqué livré mais non reçu,colis marqué livré mais non reçu,Modérée,perte de confiance post-achat,False,"J’ai payé une livraison express pour recevoir ma commande avant un déplacement, mais le colis est arrivé avec plusieurs jours de retard. Cela donne l’impression que le suivi n’est pas maîtrisé."
ECOMMERCE-001096,2025-02-02,Email SAV,Nouveau client,Belgique,Livraison standard,Support après-vente,1,negative,Communication,manque de transparence,manque de transparence,Élevée,manque de visibilité client,False,Je n’ai reçu aucune notification proactive alors que ma commande était en retard. Cela donne l’impression que le suivi n’est pas maîtrisé.
ECOMMERCE-001097,2025-01-13,Chat client,Client premium,Suisse,Livraison express,Livraison,1,negative,Produit / Qualité,produit incomplet,produit incomplet,Faible,dégradation de la promesse produit,False,jattend depuis 2 semaine
ECOMMERCE-001098,2025-12-19,Avis site,Client premium,Belgique,Livraison standard,Livraison,2,negative,Remboursement / Facturation,montant incorrect,montant incorrect,Faible,friction financière et perte de crédibilité,False,"J’ai été prélevé deux fois pour la même commande. La facture ne permet pas de comprendre ce qui a été payé ou remboursé. Pour un profil client premium, ce niveau de friction réduit fortement la confiance dans le service."
ECOMMERCE-001099,2025-12-20,Email SAV,Client entreprise,Belgique,Livraison express,Achat,3,negative,Remboursement / Facturation,montant incorrect,montant incorrect,Faible,friction financière et perte de crédibilité,False,J’ai reçu un avoir au lieu d’un remboursement alors que j’avais demandé un remboursement bancaire. Cette situation est remontée depuis Belgique et touche surtout le parcours achat.
ECOMMERCE-001100,2025-01-12,Application mobile,Client entreprise,Belgique,Retour produit,Retour,2,negative,Remboursement / Facturation,facture incompréhensible,facture incompréhensible,Faible,friction financière et perte de crédibilité,False,merci au support
ECOMMERCE-001101,2025-06-20,Trustpilot,Client entreprise,Hauts-de-France,Livraison express,Livraison,2,negative,Livraison / Logistique,colis marqué livré mais non reçu,colis marqué livré mais non reçu,Faible,perte de confiance post-achat,False,c’est pas clair du tout
ECOMMERCE-001102,2025-10-31,Trustpilot,Client régulier,Île-de-France,Livraison standard,Remboursement,1,negative,Livraison / Logistique,transporteur injoignable,transporteur injoignable,Modérée,perte de confiance post-achat,True,"Le suivi colis changeait tous les jours entre en préparation, expédié et livré. Impossible de savoir où était réellement la commande. Cette situation est remontée depuis Île-de-France et touche surtout le parcours remboursement."
ECOMMERCE-001103,2025-12-21,Email SAV,Client premium,Belgique,Livraison express,Livraison,2,negative,Support client,relances multiples,relances multiples,Faible,augmentation des relances et baisse satisfaction,False,"J’ai contacté le support trois fois et j’ai reçu trois réponses différentes. Le cas concerne le segment client premium, sur le parcours livraison, avec un impact direct sur livraison express."
ECOMMERCE-001104,2025-05-16,Application mobile,Client régulier,Île-de-France,Abonnement premium,Achat,2,negative,Livraison / Logistique,suivi colis incohérent,suivi colis incohérent,Faible,perte de confiance post-achat,False,Mon colis est arrivé abîmé et l’emballage était ouvert. J’ai perdu confiance dans la capacité de la marque à gérer correctement une commande importante. Cette situation est remontée depuis Île-de-France et touche surtout le parcours achat.
ECOMMERCE-001105,2025-11-09,Avis site,Client régulier,Suisse,Livraison express,Achat,3,negative,Produit / Qualité,produit incomplet,produit incomplet,Faible,dégradation de la promesse produit,False,c’est pas clair du tout
ECOMMERCE-001106,2025-02-06,Email SAV,Client régulier,Île-de-France,Abonnement premium,Achat,1,negative,Produit / Qualité,produit incomplet,produit incomplet,Faible,dégradation de la promesse produit,False,ça devient pénible
ECOMMERCE-001107,2025-12-05,Avis site,Client régulier,Hauts-de-France,Retour produit,Livraison,3,negative,Livraison / Logistique,colis endommagé,colis endommagé,Modérée,perte de confiance post-achat,False,"J’ai payé une livraison express pour recevoir ma commande avant un déplacement, mais le colis est arrivé avec plusieurs jours de retard. Cette situation est remontée depuis Hauts-de-France et touche surtout le parcours livraison."
ECOMMERCE-001108,2025-09-08,Chat client,Client régulier,Suisse,Abonnement premium,Retour,1,negative,Support client,relances multiples,relances multiples,Faible,augmentation des relances et baisse satisfaction,False,Le service client répond avec des messages automatiques qui ne traitent pas mon problème. Cette situation est remontée depuis Suisse et touche surtout le parcours retour.
ECOMMERCE-001109,2025-10-21,Trustpilot,Client entreprise,Suisse,Commande marketplace,Support après-vente,2,negative,Support client,délai de réponse long,délai de réponse long,Faible,augmentation des relances et baisse satisfaction,False,je comprends pas
ECOMMERCE-001110,2025-12-12,Application mobile,Client entreprise,Hauts-de-France,Commande marketplace,Livraison,1,negative,Support client,absence de suivi,absence de suivi,Élevée,augmentation des relances et baisse satisfaction,True,"J’ai ouvert une demande urgente mais je n’ai reçu aucune réponse utile pendant plusieurs jours. Pour un profil client entreprise, ce niveau de friction réduit fortement la confiance dans le service."
ECOMMERCE-001111,2025-12-07,Avis site,Client entreprise,Hauts-de-France,Livraison express,Remboursement,3,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,"La procédure est faisable, mais elle demande beaucoup d’attention pour éviter une erreur."
ECOMMERCE-001112,2026-01-02,Email SAV,Client premium,Belgique,Livraison express,Achat,5,positive,Expérience positive,service satisfaisant,aucun irritant majeur,Faible,satisfaction et confiance,False,Le problème a été résolu rapidement après mon contact avec le support.
ECOMMERCE-001113,2025-09-09,Trustpilot,Client entreprise,Belgique,Retour produit,Livraison,3,negative,Livraison / Logistique,suivi colis incohérent,suivi colis incohérent,Modérée,perte de confiance post-achat,False,"J’ai payé une livraison express pour recevoir ma commande avant un déplacement, mais le colis est arrivé avec plusieurs jours de retard. Le problème n’est pas isolé : il génère des relances, de l’incertitude et une perception de manque de maîtrise."
ECOMMERCE-001114,2025-12-15,Application mobile,Client entreprise,Île-de-France,Retour produit,Retour,1,negative,Livraison / Logistique,transporteur injoignable,transporteur injoignable,Modérée,perte de confiance post-achat,False,"J’ai payé une livraison express pour recevoir ma commande avant un déplacement, mais le colis est arrivé avec plusieurs jours de retard. Cette situation est remontée depuis Île-de-France et touche surtout le parcours retour."
ECOMMERCE-001115,2025-01-14,Application mobile,Nouveau client,Hauts-de-France,Retour produit,Achat,2,negative,Support client,réponses automatiques,réponses automatiques,Faible,augmentation des relances et baisse satisfaction,False,jattend toujours
ECOMMERCE-001116,2025-11-02,Chat client,Client premium,Auvergne-Rhône-Alpes,Livraison standard,Support après-vente,3,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,"à revoir, surtout les explications"
ECOMMERCE-001117,2025-11-29,Trustpilot,Nouveau client,Hauts-de-France,Retour produit,Remboursement,1,negative,Livraison / Logistique,suivi colis incohérent,suivi colis incohérent,Modérée,perte de confiance post-achat,False,"J’ai payé une livraison express pour recevoir ma commande avant un déplacement, mais le colis est arrivé avec plusieurs jours de retard. Le cas concerne le segment nouveau client, sur le parcours remboursement, avec un impact direct sur retour produit."
ECOMMERCE-001118,2025-04-15,Email SAV,Nouveau client,Hauts-de-France,Commande marketplace,Support après-vente,4,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,"L’expérience est correcte, mais il manque un suivi plus visible."
ECOMMERCE-001119,2025-05-24,Avis site,Client régulier,Île-de-France,Livraison express,Achat,3,negative,Livraison / Logistique,transporteur injoignable,transporteur injoignable,Faible,perte de confiance post-achat,False,"Le colis a été reporté trois fois sans information claire. J’ai dû contacter le service client moi-même pour comprendre où était ma commande. Le problème n’est pas isolé : il génère des relances, de l’incertitude et une perception de manque de maîtrise."
ECOMMERCE-001120,2025-11-01,Chat client,Client premium,Suisse,Commande marketplace,Retour,1,negative,Communication,manque de transparence,manque de transparence,Élevée,manque de visibilité client,False,Je n’ai reçu aucune notification proactive alors que ma commande était en retard. Cela peut pousser un client à ne pas revenir.
ECOMMERCE-001121,2025-08-24,Email SAV,Client premium,Suisse,Livraison express,Achat,3,negative,Communication,manque de transparence,manque de transparence,Faible,manque de visibilité client,False,"Les informations sur les délais sont trop générales. Pour un profil client premium, ce niveau de friction réduit fortement la confiance dans le service."
