feedback_id,date,canal,segment_client,region,produit_service,parcours_client,score,sentiment_attendu,theme_attendu,sous_theme,irritant,niveau_urgence,impact_business,est_bloquant,commentaire
EMBASSY-002164,2025-03-29,Formulaire de contact,Étudiant,Luxembourg,Acte consulaire,Suivi dossier,2,negative,Démarches administratives,rendez-vous indisponible,rendez-vous indisponible,Élevée,perte de confiance citoyenne et saturation des demandes,True,Le délai de traitement bloque mon voyage alors que la situation est urgente. Cela m’a obligé à relancer plusieurs fois.
EMBASSY-002165,2025-10-02,Téléphone,Professionnel,Luxembourg,Visa,Paiement,3,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,merci au support
EMBASSY-002166,2025-04-28,Formulaire de contact,Famille,Suisse,Passeport,Prise de rendez-vous,1,negative,Communication,information visa confuse,information visa confuse,Modérée,augmentation des relances et incompréhension des procédures,True,impossible de payer
EMBASSY-002167,2026-02-01,Email consulaire,Urgence voyage,Luxembourg,Visa,Prise de rendez-vous,3,negative,Communication,information visa confuse,information visa confuse,Modérée,augmentation des relances et incompréhension des procédures,False,retard encore
EMBASSY-002168,2025-11-26,Accueil physique,Urgence voyage,Suisse,Légalisation,Suivi dossier,1,negative,Paiement / Frais consulaires,mode paiement limité,mode paiement limité,Faible,friction administrative et manque de transparence,False,Les modes de paiement disponibles ne sont pas assez pratiques. Cela donne l’impression que le suivi n’est pas maîtrisé.
EMBASSY-002169,2026-01-16,Téléphone,Urgence voyage,Pays-Bas,Acte consulaire,Paiement,5,positive,Expérience positive,service satisfaisant,aucun irritant majeur,Faible,satisfaction et confiance,False,"merci au support cette fois, problème réglé rapidement"
EMBASSY-002170,2025-08-07,Email consulaire,Famille,France,Légalisation,Dépôt dossier,4,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,pas bloqué mais pas fluide non plus
EMBASSY-002171,2025-03-23,Téléphone,Famille,Belgique,Passeport,Prise de rendez-vous,3,negative,Paiement / Frais consulaires,mode paiement limité,mode paiement limité,Faible,friction administrative et manque de transparence,False,jai deja relancé 3 fois
EMBASSY-002172,2025-12-25,Email consulaire,Urgence voyage,France,Rendez-vous,Suivi dossier,1,negative,Démarches administratives,dossier sans suivi,dossier sans suivi,Faible,perte de confiance citoyenne et saturation des demandes,False,personne répond
EMBASSY-002173,2025-01-17,Formulaire de contact,Professionnel,France,Passeport,Prise de rendez-vous,2,negative,Communication,procédure peu lisible,procédure peu lisible,Faible,augmentation des relances et incompréhension des procédures,False,service lent
EMBASSY-002174,2025-02-15,Accueil physique,Urgence voyage,France,Acte consulaire,Retrait document,1,negative,Démarches administratives,dossier sans suivi,dossier sans suivi,Élevée,perte de confiance citoyenne et saturation des demandes,True,"Le délai de traitement bloque mon voyage alors que la situation est urgente. Le problème n’est pas isolé : il génère des relances, de l’incertitude et une perception de manque de maîtrise."
EMBASSY-002175,2025-07-23,Formulaire de contact,Étudiant,Suisse,Acte consulaire,Dépôt dossier,2,negative,Communication,information visa confuse,information visa confuse,Faible,augmentation des relances et incompréhension des procédures,False,toujours rien...
EMBASSY-002176,2025-07-11,Formulaire de contact,Diaspora,France,Visa,Retrait document,2,negative,Accueil / Support usager,répétition dossier,répétition dossier,Faible,expérience usager dégradée,False,"La situation est stressante car mon dossier concerne une urgence familiale. Le problème n’est pas isolé : il génère des relances, de l’incertitude et une perception de manque de maîtrise."
EMBASSY-002177,2025-03-08,Accueil physique,Urgence voyage,Luxembourg,Rendez-vous,Prise de rendez-vous,3,negative,Communication,procédure peu lisible,procédure peu lisible,Faible,augmentation des relances et incompréhension des procédures,False,je comprends pas
EMBASSY-002178,2025-04-20,Téléphone,Urgence voyage,Belgique,Passeport,Retrait document,3,negative,Démarches administratives,dossier sans suivi,dossier sans suivi,Faible,perte de confiance citoyenne et saturation des demandes,False,"Je n’arrive pas à obtenir un rendez-vous pour le renouvellement de mon passeport. Le problème n’est pas isolé : il génère des relances, de l’incertitude et une perception de manque de maîtrise."
EMBASSY-002179,2025-07-30,Téléphone,Professionnel,France,Légalisation,Prise de rendez-vous,2,negative,Paiement / Frais consulaires,reçu manquant,reçu manquant,Faible,friction administrative et manque de transparence,False,"Les frais consulaires ne sont pas expliqués clairement avant le dépôt du dossier. Pour un profil professionnel, ce niveau de friction réduit fortement la confiance dans le service."
EMBASSY-002180,2025-05-04,Email consulaire,Diaspora,Luxembourg,Passeport,Paiement,2,negative,Communication,emails sans réponse,emails sans réponse,Faible,augmentation des relances et incompréhension des procédures,False,super cette fois
EMBASSY-002181,2025-07-29,Téléphone,Étudiant,Luxembourg,Visa,Dépôt dossier,2,negative,Communication,procédure peu lisible,procédure peu lisible,Modérée,augmentation des relances et incompréhension des procédures,False,retard encore
EMBASSY-002182,2025-06-02,Email consulaire,Urgence voyage,Suisse,Passeport,Suivi dossier,3,negative,Communication,emails sans réponse,emails sans réponse,Faible,augmentation des relances et incompréhension des procédures,False,ça devient pénible
EMBASSY-002183,2025-11-03,Email consulaire,Urgence voyage,Suisse,Rendez-vous,Paiement,2,negative,Démarches administratives,délai traitement long,délai traitement long,Faible,perte de confiance citoyenne et saturation des demandes,False,"La procédure indiquée sur le site ne correspond pas aux documents demandés sur place. Pour un profil urgence voyage, ce niveau de friction réduit fortement la confiance dans le service."
EMBASSY-002184,2025-08-18,Email consulaire,Étudiant,Pays-Bas,Passeport,Paiement,1,negative,Paiement / Frais consulaires,paiement supplémentaire,paiement supplémentaire,Faible,friction administrative et manque de transparence,False,toujours rien reçu
EMBASSY-002185,2025-05-20,Téléphone,Étudiant,Suisse,Acte consulaire,Prise de rendez-vous,1,negative,Démarches administratives,documents demandés contradictoires,documents demandés contradictoires,Faible,perte de confiance citoyenne et saturation des demandes,False,je comprends pas
EMBASSY-002186,2025-12-07,Accueil physique,Famille,Pays-Bas,Visa,Prise de rendez-vous,2,negative,Paiement / Frais consulaires,reçu manquant,reçu manquant,Faible,friction administrative et manque de transparence,False,"Je ne comprends pas pourquoi un paiement supplémentaire est demandé. Le cas concerne le segment famille, sur le parcours prise de rendez-vous, avec un impact direct sur visa."
EMBASSY-002187,2025-12-24,Téléphone,Professionnel,Pays-Bas,Visa,Suivi dossier,2,negative,Démarches administratives,délai traitement long,délai traitement long,Élevée,perte de confiance citoyenne et saturation des demandes,False,"Mon dossier est complet, mais je n’ai reçu aucun suivi depuis plusieurs semaines. Cela peut pousser un client à ne pas revenir."
EMBASSY-002188,2025-01-22,Téléphone,Diaspora,Pays-Bas,Visa,Suivi dossier,1,negative,Démarches administratives,documents demandés contradictoires,documents demandés contradictoires,Élevée,perte de confiance citoyenne et saturation des demandes,True,"Le délai de traitement bloque mon voyage alors que la situation est urgente. Le problème n’est pas isolé : il génère des relances, de l’incertitude et une perception de manque de maîtrise."
EMBASSY-002189,2025-12-30,Email consulaire,Étudiant,Pays-Bas,Visa,Dépôt dossier,1,negative,Démarches administratives,dossier sans suivi,dossier sans suivi,Élevée,perte de confiance citoyenne et saturation des demandes,True,"Le délai de traitement bloque mon voyage alors que la situation est urgente. Pour un profil étudiant, ce niveau de friction réduit fortement la confiance dans le service."
EMBASSY-002190,2025-10-16,Email consulaire,Professionnel,Pays-Bas,Passeport,Paiement,3,negative,Paiement / Frais consulaires,tarif incompris,tarif incompris,Faible,friction administrative et manque de transparence,False,"Je ne comprends pas pourquoi un paiement supplémentaire est demandé. Le problème n’est pas isolé : il génère des relances, de l’incertitude et une perception de manque de maîtrise."
EMBASSY-002191,2025-01-03,Accueil physique,Professionnel,Luxembourg,Passeport,Dépôt dossier,3,negative,Communication,téléphone injoignable,téléphone injoignable,Faible,augmentation des relances et incompréhension des procédures,False,toujours rien...
EMBASSY-002192,2025-08-09,Téléphone,Diaspora,Pays-Bas,Passeport,Retrait document,2,negative,Démarches administratives,dossier sans suivi,dossier sans suivi,Faible,perte de confiance citoyenne et saturation des demandes,False,très déçu
EMBASSY-002193,2025-08-20,Formulaire de contact,Professionnel,Suisse,Visa,Retrait document,3,negative,Démarches administratives,délai traitement long,délai traitement long,Faible,perte de confiance citoyenne et saturation des demandes,False,personne répond
EMBASSY-002194,2026-01-28,Avis citoyen,Diaspora,Pays-Bas,Passeport,Dépôt dossier,1,negative,Digitalisation / Suivi en ligne,documents non téléversables,documents non téléversables,Modérée,opportunité de modernisation du service public,False,toujours aucun remboursement
EMBASSY-002195,2025-08-07,Accueil physique,Diaspora,Belgique,Acte consulaire,Retrait document,2,negative,Communication,emails sans réponse,emails sans réponse,Modérée,augmentation des relances et incompréhension des procédures,False,"Aucune notification n’est envoyée pour expliquer l’avancement du dossier. Pour un profil diaspora, ce niveau de friction réduit fortement la confiance dans le service."
EMBASSY-002196,2025-07-12,Email consulaire,Famille,Pays-Bas,Passeport,Dépôt dossier,2,negative,Démarches administratives,délai traitement long,délai traitement long,Élevée,perte de confiance citoyenne et saturation des demandes,False,"Mon dossier est complet, mais je n’ai reçu aucun suivi depuis plusieurs semaines. Cette situation est remontée depuis Pays-Bas et touche surtout le parcours dépôt dossier."
EMBASSY-002197,2025-07-01,Formulaire de contact,Famille,Luxembourg,Passeport,Prise de rendez-vous,1,negative,Communication,absence de notification,absence de notification,Modérée,augmentation des relances et incompréhension des procédures,False,"Aucune notification n’est envoyée pour expliquer l’avancement du dossier. Pour un profil famille, ce niveau de friction réduit fortement la confiance dans le service."
EMBASSY-002198,2025-01-30,Avis citoyen,Urgence voyage,Belgique,Rendez-vous,Suivi dossier,2,negative,Communication,absence de notification,absence de notification,Faible,augmentation des relances et incompréhension des procédures,False,"Les informations sur le visa sont difficiles à comprendre et changent selon l’interlocuteur. Le cas concerne le segment urgence voyage, sur le parcours suivi dossier, avec un impact direct sur rendez-vous."
EMBASSY-002199,2025-05-19,Avis citoyen,Urgence voyage,France,Visa,Suivi dossier,2,negative,Accueil / Support usager,manque de suivi personnalisé,manque de suivi personnalisé,Faible,expérience usager dégradée,False,"On m’a demandé de revenir avec un document qui n’était pas mentionné avant. Le problème n’est pas isolé : il génère des relances, de l’incertitude et une perception de manque de maîtrise."
EMBASSY-002200,2025-05-01,Téléphone,Urgence voyage,Luxembourg,Légalisation,Paiement,1,negative,Démarches administratives,dossier sans suivi,dossier sans suivi,Élevée,perte de confiance citoyenne et saturation des demandes,True,"Le délai de traitement bloque mon voyage alors que la situation est urgente. Pour un profil urgence voyage, ce niveau de friction réduit fortement la confiance dans le service."
EMBASSY-002201,2025-12-03,Téléphone,Étudiant,Pays-Bas,Légalisation,Paiement,3,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,"L’expérience est correcte, mais il manque un suivi plus visible."
EMBASSY-002202,2025-08-08,Email consulaire,Urgence voyage,Pays-Bas,Légalisation,Paiement,4,positive,Expérience positive,service satisfaisant,aucun irritant majeur,Faible,satisfaction et confiance,False,"super expérience, rien à signaler"
EMBASSY-002203,2025-05-23,Accueil physique,Famille,Suisse,Passeport,Retrait document,1,negative,Accueil / Support usager,orientation insuffisante,orientation insuffisante,Faible,expérience usager dégradée,False,jattend toujours
EMBASSY-002204,2025-07-12,Accueil physique,Professionnel,Belgique,Acte consulaire,Retrait document,1,negative,Démarches administratives,dossier sans suivi,dossier sans suivi,Élevée,perte de confiance citoyenne et saturation des demandes,False,"Mon dossier est complet, mais je n’ai reçu aucun suivi depuis plusieurs semaines. Pour un profil professionnel, ce niveau de friction réduit fortement la confiance dans le service."
EMBASSY-002205,2025-01-28,Téléphone,Diaspora,Pays-Bas,Passeport,Suivi dossier,1,negative,Accueil / Support usager,absence de délai,absence de délai,Faible,expérience usager dégradée,False,On m’a demandé de revenir avec un document qui n’était pas mentionné avant. Cette situation est remontée depuis Pays-Bas et touche surtout le parcours suivi dossier.
EMBASSY-002206,2025-01-02,Accueil physique,Professionnel,Luxembourg,Visa,Suivi dossier,3,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,"Je n’ai pas rencontré de blocage majeur, mais la communication pourrait être améliorée."
EMBASSY-002207,2025-08-16,Formulaire de contact,Urgence voyage,Belgique,Passeport,Prise de rendez-vous,1,negative,Démarches administratives,dossier sans suivi,dossier sans suivi,Faible,perte de confiance citoyenne et saturation des demandes,False,"La procédure indiquée sur le site ne correspond pas aux documents demandés sur place. Le problème n’est pas isolé : il génère des relances, de l’incertitude et une perception de manque de maîtrise."
EMBASSY-002208,2025-01-27,Accueil physique,Professionnel,Suisse,Rendez-vous,Dépôt dossier,4,positive,Expérience positive,service satisfaisant,aucun irritant majeur,Faible,satisfaction et confiance,False,"Le service a été rapide, clair et la personne en charge m’a donné une réponse utile."
EMBASSY-002209,2025-09-04,Formulaire de contact,Urgence voyage,Belgique,Rendez-vous,Paiement,2,negative,Communication,absence de notification,absence de notification,Modérée,augmentation des relances et incompréhension des procédures,False,"Aucune notification n’est envoyée pour expliquer l’avancement du dossier. Le cas concerne le segment urgence voyage, sur le parcours paiement, avec un impact direct sur rendez-vous."
EMBASSY-002210,2025-06-24,Email consulaire,Urgence voyage,Pays-Bas,Rendez-vous,Prise de rendez-vous,3,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,"à revoir, surtout les explications"
EMBASSY-002211,2025-09-30,Email consulaire,Étudiant,Luxembourg,Passeport,Suivi dossier,3,negative,Démarches administratives,rendez-vous indisponible,rendez-vous indisponible,Faible,perte de confiance citoyenne et saturation des demandes,False,"Je n’arrive pas à obtenir un rendez-vous pour le renouvellement de mon passeport. Pour un profil étudiant, ce niveau de friction réduit fortement la confiance dans le service."
EMBASSY-002212,2025-05-10,Accueil physique,Étudiant,Suisse,Acte consulaire,Prise de rendez-vous,2,negative,Démarches administratives,documents demandés contradictoires,documents demandés contradictoires,Modérée,perte de confiance citoyenne et saturation des demandes,False,retard encore
EMBASSY-002213,2025-05-11,Accueil physique,Étudiant,Pays-Bas,Légalisation,Dépôt dossier,4,positive,Expérience positive,service satisfaisant,aucun irritant majeur,Faible,satisfaction et confiance,False,L’expérience s’est bien passée. Les informations étaient compréhensibles et le suivi était correct.
EMBASSY-002214,2025-03-13,Formulaire de contact,Famille,Belgique,Passeport,Paiement,3,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,ça bug encore
EMBASSY-002215,2025-08-19,Formulaire de contact,Diaspora,Suisse,Rendez-vous,Retrait document,2,negative,Démarches administratives,procédure passeport confuse,procédure passeport confuse,Faible,perte de confiance citoyenne et saturation des demandes,False,"La procédure indiquée sur le site ne correspond pas aux documents demandés sur place. Le problème n’est pas isolé : il génère des relances, de l’incertitude et une perception de manque de maîtrise."
EMBASSY-002216,2025-10-02,Email consulaire,Étudiant,Pays-Bas,Acte consulaire,Retrait document,1,negative,Accueil / Support usager,orientation insuffisante,orientation insuffisante,Faible,expérience usager dégradée,False,jai deja relancé 3 fois
EMBASSY-002217,2025-07-09,Avis citoyen,Professionnel,France,Rendez-vous,Prise de rendez-vous,3,negative,Accueil / Support usager,répétition dossier,répétition dossier,Modérée,expérience usager dégradée,False,retard encore
EMBASSY-002218,2025-09-07,Email consulaire,Professionnel,Suisse,Visa,Retrait document,3,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,"Je n’ai pas rencontré de blocage majeur, mais la communication pourrait être améliorée."
EMBASSY-002219,2025-01-23,Accueil physique,Diaspora,France,Visa,Paiement,1,negative,Démarches administratives,procédure passeport confuse,procédure passeport confuse,Élevée,perte de confiance citoyenne et saturation des demandes,True,Le délai de traitement bloque mon voyage alors que la situation est urgente. Cette situation est remontée depuis France et touche surtout le parcours paiement.
EMBASSY-002220,2025-04-16,Avis citoyen,Diaspora,France,Rendez-vous,Dépôt dossier,2,negative,Communication,procédure peu lisible,procédure peu lisible,Faible,augmentation des relances et incompréhension des procédures,False,"Le téléphone sonne longtemps sans réponse. Pour un profil diaspora, ce niveau de friction réduit fortement la confiance dans le service."
EMBASSY-002221,2025-05-02,Avis citoyen,Professionnel,Belgique,Acte consulaire,Retrait document,2,negative,Démarches administratives,délai traitement long,délai traitement long,Faible,perte de confiance citoyenne et saturation des demandes,False,merci au support
EMBASSY-002222,2026-01-28,Téléphone,Famille,Luxembourg,Rendez-vous,Suivi dossier,2,negative,Démarches administratives,dossier sans suivi,dossier sans suivi,Modérée,perte de confiance citoyenne et saturation des demandes,True,aucun retour depuis des jours
EMBASSY-002223,2025-04-08,Accueil physique,Étudiant,Luxembourg,Légalisation,Paiement,2,negative,Communication,information visa confuse,information visa confuse,Faible,augmentation des relances et incompréhension des procédures,False,service lent
EMBASSY-002224,2025-09-02,Email consulaire,Étudiant,France,Rendez-vous,Prise de rendez-vous,3,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,"bof, ça marche mais ce n’est pas très clair"
EMBASSY-002225,2025-02-27,Formulaire de contact,Famille,Pays-Bas,Passeport,Suivi dossier,3,negative,Accueil / Support usager,expérience stressante,expérience stressante,Faible,expérience usager dégradée,False,"L’accueil est poli, mais personne ne peut me donner un délai précis. Pour un profil famille, ce niveau de friction réduit fortement la confiance dans le service."
EMBASSY-002226,2025-03-20,Formulaire de contact,Diaspora,Pays-Bas,Légalisation,Prise de rendez-vous,2,negative,Communication,procédure peu lisible,procédure peu lisible,Faible,augmentation des relances et incompréhension des procédures,False,J’ai envoyé plusieurs emails mais je n’ai pas reçu de réponse claire. Cette situation est remontée depuis Pays-Bas et touche surtout le parcours prise de rendez-vous.
EMBASSY-002227,2026-01-10,Accueil physique,Professionnel,France,Visa,Suivi dossier,1,negative,Digitalisation / Suivi en ligne,documents non téléversables,documents non téléversables,Faible,opportunité de modernisation du service public,False,Un espace en ligne pour suivre l’état du dossier éviterait beaucoup de relances. Cette situation est remontée depuis France et touche surtout le parcours suivi dossier.
EMBASSY-002228,2025-03-06,Email consulaire,Famille,Pays-Bas,Visa,Prise de rendez-vous,3,negative,Paiement / Frais consulaires,reçu manquant,reçu manquant,Faible,friction administrative et manque de transparence,False,"Le reçu n’indique pas clairement à quelle démarche correspond le paiement. Le problème n’est pas isolé : il génère des relances, de l’incertitude et une perception de manque de maîtrise."
EMBASSY-002229,2026-02-08,Formulaire de contact,Famille,Luxembourg,Passeport,Prise de rendez-vous,1,negative,Accueil / Support usager,absence de délai,absence de délai,Faible,expérience usager dégradée,False,Je dois répéter ma situation à chaque contact. Cette situation est remontée depuis Luxembourg et touche surtout le parcours prise de rendez-vous.
EMBASSY-002230,2025-06-11,Téléphone,Professionnel,Pays-Bas,Légalisation,Prise de rendez-vous,1,negative,Accueil / Support usager,expérience stressante,expérience stressante,Faible,expérience usager dégradée,False,toujours le même problème
EMBASSY-002231,2025-08-17,Avis citoyen,Professionnel,France,Passeport,Dépôt dossier,4,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,service lent
EMBASSY-002232,2025-01-17,Téléphone,Diaspora,France,Passeport,Prise de rendez-vous,2,negative,Démarches administratives,dossier sans suivi,dossier sans suivi,Faible,perte de confiance citoyenne et saturation des demandes,False,vraiment compliqué
EMBASSY-002233,2025-07-17,Avis citoyen,Famille,Belgique,Acte consulaire,Dépôt dossier,1,negative,Communication,emails sans réponse,emails sans réponse,Faible,augmentation des relances et incompréhension des procédures,False,bloqué depuis hier
EMBASSY-002234,2025-08-01,Email consulaire,Famille,France,Rendez-vous,Prise de rendez-vous,4,positive,Expérience positive,service satisfaisant,aucun irritant majeur,Faible,satisfaction et confiance,False,J’ai apprécié la clarté des informations et le professionnalisme de l’équipe.
EMBASSY-002235,2025-07-24,Accueil physique,Famille,Suisse,Passeport,Suivi dossier,2,negative,Démarches administratives,délai traitement long,délai traitement long,Faible,perte de confiance citoyenne et saturation des demandes,False,"La procédure indiquée sur le site ne correspond pas aux documents demandés sur place. Le cas concerne le segment famille, sur le parcours suivi dossier, avec un impact direct sur passeport."
EMBASSY-002236,2025-08-02,Avis citoyen,Diaspora,Belgique,Rendez-vous,Paiement,2,negative,Paiement / Frais consulaires,reçu manquant,reçu manquant,Faible,friction administrative et manque de transparence,False,Je ne comprends pas pourquoi un paiement supplémentaire est demandé. Cette situation est remontée depuis Belgique et touche surtout le parcours paiement.
EMBASSY-002237,2025-09-07,Formulaire de contact,Urgence voyage,France,Légalisation,Suivi dossier,2,negative,Démarches administratives,rendez-vous indisponible,rendez-vous indisponible,Élevée,perte de confiance citoyenne et saturation des demandes,False,"Mon dossier est complet, mais je n’ai reçu aucun suivi depuis plusieurs semaines. Le cas concerne le segment urgence voyage, sur le parcours suivi dossier, avec un impact direct sur légalisation."
EMBASSY-002238,2025-02-24,Téléphone,Professionnel,Belgique,Visa,Paiement,1,negative,Communication,procédure peu lisible,procédure peu lisible,Modérée,augmentation des relances et incompréhension des procédures,True,aucun retour depuis des jours
EMBASSY-002239,2025-01-06,Téléphone,Famille,Belgique,Acte consulaire,Suivi dossier,2,negative,Digitalisation / Suivi en ligne,suivi dossier impossible,suivi dossier impossible,Faible,opportunité de modernisation du service public,False,bloqué depuis hier
EMBASSY-002240,2025-07-12,Téléphone,Professionnel,Belgique,Passeport,Retrait document,2,negative,Accueil / Support usager,expérience stressante,expérience stressante,Faible,expérience usager dégradée,False,"L’accueil est poli, mais personne ne peut me donner un délai précis. Cela a augmenté le stress autour de la démarche."
EMBASSY-002241,2025-01-17,Accueil physique,Famille,France,Visa,Paiement,4,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,"L’expérience est correcte, mais il manque un suivi plus visible."
EMBASSY-002242,2025-06-22,Téléphone,Diaspora,France,Acte consulaire,Dépôt dossier,1,negative,Communication,emails sans réponse,emails sans réponse,Modérée,augmentation des relances et incompréhension des procédures,False,tjr aucun suivi
EMBASSY-002243,2026-02-17,Téléphone,Urgence voyage,Belgique,Acte consulaire,Paiement,1,negative,Démarches administratives,délai traitement long,délai traitement long,Faible,perte de confiance citoyenne et saturation des demandes,False,"La procédure indiquée sur le site ne correspond pas aux documents demandés sur place. Le problème n’est pas isolé : il génère des relances, de l’incertitude et une perception de manque de maîtrise."
EMBASSY-002244,2025-07-26,Téléphone,Étudiant,Luxembourg,Passeport,Dépôt dossier,1,negative,Accueil / Support usager,manque de suivi personnalisé,manque de suivi personnalisé,Faible,expérience usager dégradée,False,"La situation est stressante car mon dossier concerne une urgence familiale. Le cas concerne le segment étudiant, sur le parcours dépôt dossier, avec un impact direct sur passeport."
EMBASSY-002245,2025-10-13,Accueil physique,Étudiant,France,Légalisation,Dépôt dossier,4,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,"à revoir, surtout les explications"
EMBASSY-002246,2025-07-10,Téléphone,Diaspora,Suisse,Rendez-vous,Dépôt dossier,5,positive,Expérience positive,service satisfaisant,aucun irritant majeur,Faible,satisfaction et confiance,False,"Le service a été rapide, clair et la personne en charge m’a donné une réponse utile."
EMBASSY-002247,2025-09-06,Avis citoyen,Urgence voyage,Luxembourg,Rendez-vous,Prise de rendez-vous,1,negative,Accueil / Support usager,manque de suivi personnalisé,manque de suivi personnalisé,Faible,expérience usager dégradée,False,ca marche pas
EMBASSY-002248,2025-11-19,Formulaire de contact,Famille,Suisse,Rendez-vous,Retrait document,2,negative,Communication,absence de notification,absence de notification,Faible,augmentation des relances et incompréhension des procédures,False,"Le téléphone sonne longtemps sans réponse. Pour un profil famille, ce niveau de friction réduit fortement la confiance dans le service."
EMBASSY-002249,2025-09-09,Formulaire de contact,Étudiant,Luxembourg,Visa,Paiement,4,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,"La procédure est faisable, mais elle demande beaucoup d’attention pour éviter une erreur."
EMBASSY-002250,2025-12-07,Email consulaire,Diaspora,Luxembourg,Rendez-vous,Prise de rendez-vous,2,negative,Démarches administratives,documents demandés contradictoires,documents demandés contradictoires,Faible,perte de confiance citoyenne et saturation des demandes,False,"La procédure indiquée sur le site ne correspond pas aux documents demandés sur place. Le problème n’est pas isolé : il génère des relances, de l’incertitude et une perception de manque de maîtrise."
EMBASSY-002251,2026-01-16,Avis citoyen,Étudiant,Suisse,Acte consulaire,Suivi dossier,1,negative,Paiement / Frais consulaires,frais peu expliqués,frais peu expliqués,Faible,friction administrative et manque de transparence,False,Les frais consulaires ne sont pas expliqués clairement avant le dépôt du dossier. Cette situation est remontée depuis Suisse et touche surtout le parcours suivi dossier.
EMBASSY-002252,2025-09-30,Formulaire de contact,Étudiant,Belgique,Passeport,Paiement,1,negative,Accueil / Support usager,orientation insuffisante,orientation insuffisante,Modérée,expérience usager dégradée,True,impossible de suivre le dossier
EMBASSY-002253,2025-07-18,Téléphone,Diaspora,Luxembourg,Légalisation,Dépôt dossier,4,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,"L’expérience est correcte, mais il manque un suivi plus visible."
EMBASSY-002254,2025-07-10,Accueil physique,Urgence voyage,Pays-Bas,Visa,Paiement,3,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,toujours rien reçu
EMBASSY-002255,2025-08-07,Téléphone,Étudiant,Belgique,Visa,Retrait document,3,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,"bof, ça marche mais ce n’est pas très clair"
EMBASSY-002256,2025-08-29,Formulaire de contact,Diaspora,France,Visa,Prise de rendez-vous,2,negative,Communication,procédure peu lisible,procédure peu lisible,Faible,augmentation des relances et incompréhension des procédures,False,"Le téléphone sonne longtemps sans réponse. Le problème n’est pas isolé : il génère des relances, de l’incertitude et une perception de manque de maîtrise."
EMBASSY-002257,2025-08-21,Avis citoyen,Professionnel,Belgique,Légalisation,Suivi dossier,3,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,"à revoir, surtout les explications"
EMBASSY-002258,2025-02-04,Accueil physique,Étudiant,Belgique,Légalisation,Retrait document,1,negative,Démarches administratives,rendez-vous indisponible,rendez-vous indisponible,Élevée,perte de confiance citoyenne et saturation des demandes,False,"Mon dossier est complet, mais je n’ai reçu aucun suivi depuis plusieurs semaines. Cette situation est remontée depuis Belgique et touche surtout le parcours retrait document."
EMBASSY-002259,2025-01-29,Téléphone,Professionnel,Suisse,Légalisation,Paiement,5,positive,Expérience positive,service satisfaisant,aucun irritant majeur,Faible,satisfaction et confiance,False,réponse rapide et claire
EMBASSY-002260,2025-01-13,Téléphone,Diaspora,Suisse,Rendez-vous,Suivi dossier,1,negative,Démarches administratives,documents demandés contradictoires,documents demandés contradictoires,Faible,perte de confiance citoyenne et saturation des demandes,False,"La procédure indiquée sur le site ne correspond pas aux documents demandés sur place. Le cas concerne le segment diaspora, sur le parcours suivi dossier, avec un impact direct sur rendez-vous."
EMBASSY-002261,2025-08-15,Accueil physique,Diaspora,Belgique,Acte consulaire,Dépôt dossier,1,negative,Communication,procédure peu lisible,procédure peu lisible,Modérée,augmentation des relances et incompréhension des procédures,False,"Aucune notification n’est envoyée pour expliquer l’avancement du dossier. Pour un profil diaspora, ce niveau de friction réduit fortement la confiance dans le service."
EMBASSY-002262,2025-03-29,Avis citoyen,Diaspora,France,Acte consulaire,Paiement,2,negative,Digitalisation / Suivi en ligne,formulaire peu ergonomique,formulaire peu ergonomique,Faible,opportunité de modernisation du service public,False,pas normal
EMBASSY-002263,2025-11-12,Avis citoyen,Famille,France,Légalisation,Prise de rendez-vous,2,negative,Communication,absence de notification,absence de notification,Faible,augmentation des relances et incompréhension des procédures,False,"Les informations sur le visa sont difficiles à comprendre et changent selon l’interlocuteur. Pour un profil famille, ce niveau de friction réduit fortement la confiance dans le service."
