feedback_id,date,canal,segment_client,region,produit_service,parcours_client,score,sentiment_attendu,theme_attendu,sous_theme,irritant,niveau_urgence,impact_business,est_bloquant,commentaire
SAAS-001929,2025-06-09,Feedback onboarding,Startup,Belgique,Module onboarding,Support,3,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,pas bloqué mais pas fluide non plus
SAAS-001930,2025-06-06,Email client,Grand compte,Belgique,Dashboard analytics,Usage quotidien,2,negative,Facturation / Pricing,tarification peu claire,tarification peu claire,Faible,frein au renouvellement et à l’expansion,False,La tarification est difficile à comprendre pour les options avancées. Cette situation est remontée depuis Belgique et touche surtout le parcours usage quotidien.
SAAS-001931,2025-05-27,Email client,Grand compte,France,Gestion utilisateurs,Configuration,3,negative,Onboarding / Usage,manque d’accompagnement,manque d’accompagnement,Faible,risque de non-adoption et churn précoce,False,"Nous ne savons pas quoi faire après la création du compte. Le problème n’est pas isolé : il génère des relances, de l’incertitude et une perception de manque de maîtrise."
SAAS-001932,2025-06-10,Enquête NPS,Startup,Afrique francophone,Export reporting,Renouvellement,3,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,pas bloqué mais pas fluide non plus
SAAS-001933,2025-12-10,Feedback onboarding,PME,France,Gestion utilisateurs,Configuration,2,negative,Onboarding / Usage,configuration complexe,configuration complexe,Modérée,risque de non-adoption et churn précoce,False,retard encore
SAAS-001934,2025-05-11,Ticket support,Équipe produit,Canada,Gestion utilisateurs,Support,2,negative,Produit / Qualité,bug bloquant,bug bloquant,Modérée,perte de confiance dans la donnée produit,True,Un bug bloque l’export des données au moment où nous devons préparer notre reporting mensuel. Cette situation est remontée depuis Canada et touche surtout le parcours support.
SAAS-001935,2026-01-14,Enquête NPS,PME,Suisse,Gestion utilisateurs,Support,3,negative,Facturation / Pricing,facture détaillée insuffisante,facture détaillée insuffisante,Faible,frein au renouvellement et à l’expansion,False,"La facture mensuelle ne détaille pas assez les modules activés. Le problème n’est pas isolé : il génère des relances, de l’incertitude et une perception de manque de maîtrise."
SAAS-001936,2025-01-22,Email client,Équipe produit,Suisse,Module onboarding,Usage quotidien,4,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,franchement abusé
SAAS-001937,2025-01-31,Ticket support,Startup,Belgique,Gestion utilisateurs,Usage quotidien,2,negative,Communication,release note absente,release note absente,Faible,manque de prévisibilité pour les clients B2B,False,La roadmap manque de clarté.
SAAS-001938,2025-12-15,Chat produit,Startup,Suisse,API,Usage quotidien,4,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,pas bloqué mais pas fluide non plus
SAAS-001939,2025-08-27,Email client,Grand compte,Suisse,Dashboard analytics,Activation,3,negative,Onboarding / Usage,parcours confus,parcours confus,Faible,risque de non-adoption et churn précoce,False,"L’onboarding est trop long. Notre équipe n’a pas compris quelles étapes étaient indispensables. Pour un profil grand compte, ce niveau de friction réduit fortement la confiance dans le service."
SAAS-001940,2025-09-08,Email client,Équipe produit,Canada,Module onboarding,Support,1,negative,Onboarding / Usage,première valeur trop tardive,première valeur trop tardive,Faible,risque de non-adoption et churn précoce,False,"Les nouveaux utilisateurs se perdent dans l’interface dès la première connexion. Pour un profil équipe produit, ce niveau de friction réduit fortement la confiance dans le service."
SAAS-001941,2025-06-08,Enquête NPS,PME,France,API,Renouvellement,2,negative,Communication,changement non annoncé,changement non annoncé,Faible,manque de prévisibilité pour les clients B2B,False,"Les changements de fonctionnalités ne sont pas suffisamment annoncés. Le cas concerne le segment pme, sur le parcours renouvellement, avec un impact direct sur api."
SAAS-001942,2025-06-17,Chat produit,Startup,Afrique francophone,API,Configuration,2,negative,Communication,release note absente,release note absente,Faible,manque de prévisibilité pour les clients B2B,False,"Lorsqu’un incident est en cours, le statut n’est pas assez visible. Cela peut pousser un client à ne pas revenir."
SAAS-001943,2025-02-16,Enquête NPS,Équipe support,Suisse,Gestion utilisateurs,Usage quotidien,4,positive,Expérience positive,service satisfaisant,aucun irritant majeur,Faible,satisfaction et confiance,False,J’ai apprécié la clarté des informations et le professionnalisme de l’équipe.
SAAS-001944,2025-01-01,Ticket support,Équipe produit,Suisse,Dashboard analytics,Renouvellement,1,negative,Support client,réponse générique,réponse générique,Élevée,risque contractuel et insatisfaction compte clé,True,"Le support répond trop tard pour un incident bloquant en production. Le problème n’est pas isolé : il génère des relances, de l’incertitude et une perception de manque de maîtrise."
SAAS-001945,2025-02-13,Feedback onboarding,Startup,Canada,Gestion utilisateurs,Renouvellement,1,negative,Onboarding / Usage,activation trop longue,activation trop longue,Faible,risque de non-adoption et churn précoce,False,La configuration initiale demande trop d’allers-retours avec le support. Cette situation est remontée depuis Canada et touche surtout le parcours renouvellement.
SAAS-001946,2025-05-06,Enquête NPS,Startup,Suisse,API,Renouvellement,2,negative,Produit / Qualité,export instable,export instable,Faible,perte de confiance dans la donnée produit,False,"Le tableau de bord met trop de temps à charger dès que le volume de données augmente. Pour un profil startup, ce niveau de friction réduit fortement la confiance dans le service."
SAAS-001947,2025-05-02,Email client,Équipe support,Canada,Module onboarding,Configuration,2,negative,Support client,absence de délai,absence de délai,Modérée,risque contractuel et insatisfaction compte clé,False,tjr aucun suivi
SAAS-001948,2026-01-19,Feedback onboarding,Équipe support,Suisse,Module onboarding,Activation,3,negative,Produit / Qualité,export instable,export instable,Faible,perte de confiance dans la donnée produit,False,"Certaines métriques changent sans explication entre deux connexions. Le cas concerne le segment équipe support, sur le parcours activation, avec un impact direct sur module onboarding."
SAAS-001949,2025-05-06,Feedback onboarding,Grand compte,Suisse,Export reporting,Configuration,4,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,"à revoir, surtout les explications"
SAAS-001950,2026-01-06,Ticket support,Équipe produit,Canada,Gestion utilisateurs,Activation,2,negative,Produit / Qualité,lenteur dashboard,lenteur dashboard,Faible,perte de confiance dans la donnée produit,False,service catastrophique
SAAS-001951,2025-11-16,Feedback onboarding,Startup,Belgique,Gestion utilisateurs,Usage quotidien,3,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,"Je n’ai pas rencontré de blocage majeur, mais la communication pourrait être améliorée."
SAAS-001952,2025-03-18,Email client,Grand compte,Afrique francophone,Module onboarding,Activation,3,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,"La procédure est faisable, mais elle demande beaucoup d’attention pour éviter une erreur."
SAAS-001953,2025-06-19,Feedback onboarding,Équipe produit,Canada,Module onboarding,Support,3,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,"Le service fonctionne, mais certaines étapes pourraient être mieux expliquées."
SAAS-001954,2026-01-09,Enquête NPS,Équipe support,Canada,Export reporting,Renouvellement,2,negative,Support client,ticket sans suivi,ticket sans suivi,Faible,risque contractuel et insatisfaction compte clé,False,jattend depuis 2 semaine
SAAS-001955,2025-05-08,Email client,Grand compte,Canada,Export reporting,Support,2,negative,Produit / Qualité,bug bloquant,bug bloquant,Faible,perte de confiance dans la donnée produit,False,on m’a dit d’attendre mais rien bouge
SAAS-001956,2025-12-02,Enquête NPS,Startup,Belgique,API,Usage quotidien,2,negative,Facturation / Pricing,facture détaillée insuffisante,facture détaillée insuffisante,Faible,frein au renouvellement et à l’expansion,False,La tarification est difficile à comprendre pour les options avancées. Cette situation est remontée depuis Belgique et touche surtout le parcours usage quotidien.
SAAS-001957,2025-06-27,Chat produit,Équipe produit,Belgique,Module onboarding,Activation,2,negative,Onboarding / Usage,configuration complexe,configuration complexe,Faible,risque de non-adoption et churn précoce,False,je comprend pas le suivi
SAAS-001958,2025-06-14,Ticket support,Grand compte,Belgique,Gestion utilisateurs,Usage quotidien,3,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,"La procédure est faisable, mais elle demande beaucoup d’attention pour éviter une erreur."
SAAS-001959,2025-07-31,Email client,Équipe support,France,Gestion utilisateurs,Configuration,2,negative,Produit / Qualité,métriques incohérentes,métriques incohérentes,Faible,perte de confiance dans la donnée produit,False,bloqué depuis hier
SAAS-001960,2025-06-18,Ticket support,Startup,Canada,Gestion utilisateurs,Support,3,negative,Facturation / Pricing,options avancées mal expliquées,options avancées mal expliquées,Faible,frein au renouvellement et à l’expansion,False,"Le renouvellement annuel arrive sans synthèse claire de l’usage réel. Pour un profil startup, ce niveau de friction réduit fortement la confiance dans le service."
SAAS-001961,2025-12-10,Feedback onboarding,Équipe produit,Canada,Gestion utilisateurs,Renouvellement,2,negative,Onboarding / Usage,configuration complexe,configuration complexe,Faible,risque de non-adoption et churn précoce,False,"Les nouveaux utilisateurs se perdent dans l’interface dès la première connexion. Pour un profil équipe produit, ce niveau de friction réduit fortement la confiance dans le service."
SAAS-001962,2025-12-15,Enquête NPS,PME,Belgique,Dashboard analytics,Renouvellement,3,negative,Communication,release note absente,release note absente,Modérée,manque de prévisibilité pour les clients B2B,False,retard encore
SAAS-001963,2025-06-26,Ticket support,Équipe produit,Suisse,Module onboarding,Renouvellement,2,negative,Produit / Qualité,export instable,export instable,Faible,perte de confiance dans la donnée produit,False,franchement abusé
SAAS-001964,2025-05-08,Chat produit,Équipe support,Belgique,Module onboarding,Usage quotidien,1,negative,Onboarding / Usage,configuration complexe,configuration complexe,Modérée,risque de non-adoption et churn précoce,True,aucune réponse
SAAS-001965,2026-02-21,Ticket support,Startup,Suisse,Dashboard analytics,Usage quotidien,3,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,"L’expérience est correcte, mais il manque un suivi plus visible."
SAAS-001966,2025-11-25,Enquête NPS,Grand compte,Suisse,API,Support,2,negative,Support client,réponse générique,réponse générique,Faible,risque contractuel et insatisfaction compte clé,False,Le suivi du ticket manque de clarté. Personne ne donne de délai. Cette situation est remontée depuis Suisse et touche surtout le parcours support.
SAAS-001967,2025-03-16,Chat produit,Startup,France,Dashboard analytics,Configuration,3,negative,Produit / Qualité,métriques incohérentes,métriques incohérentes,Faible,perte de confiance dans la donnée produit,False,L’API retourne parfois des erreurs sans message clair. Cela a augmenté le stress autour de la démarche.
SAAS-001968,2025-05-31,Ticket support,Équipe produit,Canada,Dashboard analytics,Configuration,4,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,pas bloqué mais pas fluide non plus
SAAS-001969,2026-01-19,Chat produit,Startup,Afrique francophone,Dashboard analytics,Support,2,negative,Communication,manque de roadmap,manque de roadmap,Faible,manque de prévisibilité pour les clients B2B,False,La roadmap manque de clarté.
SAAS-001970,2025-11-04,Ticket support,Équipe support,Belgique,Gestion utilisateurs,Usage quotidien,2,negative,Onboarding / Usage,activation trop longue,activation trop longue,Faible,risque de non-adoption et churn précoce,False,"La configuration initiale demande trop d’allers-retours avec le support. Le cas concerne le segment équipe support, sur le parcours usage quotidien, avec un impact direct sur gestion utilisateurs."
SAAS-001971,2025-03-19,Email client,PME,Afrique francophone,Export reporting,Renouvellement,3,negative,Communication,statut incident peu visible,statut incident peu visible,Faible,manque de prévisibilité pour les clients B2B,False,je comprends pas
SAAS-001972,2025-03-07,Feedback onboarding,Grand compte,Canada,Module onboarding,Usage quotidien,3,negative,Produit / Qualité,bug bloquant,bug bloquant,Faible,perte de confiance dans la donnée produit,False,bloqué depuis hier
SAAS-001973,2026-02-05,Email client,Grand compte,Belgique,Module onboarding,Renouvellement,2,negative,Support client,escalade difficile,escalade difficile,Faible,risque contractuel et insatisfaction compte clé,False,Nous avons reçu une réponse générique alors que le ticket contenait des captures et des logs détaillés. Cela peut pousser un client à ne pas revenir.
SAAS-001974,2025-09-16,Enquête NPS,Startup,France,Gestion utilisateurs,Usage quotidien,2,negative,Produit / Qualité,bug bloquant,bug bloquant,Faible,perte de confiance dans la donnée produit,False,"L’API retourne parfois des erreurs sans message clair. Le problème n’est pas isolé : il génère des relances, de l’incertitude et une perception de manque de maîtrise."
SAAS-001975,2025-02-15,Enquête NPS,Équipe support,Belgique,API,Configuration,3,negative,Produit / Qualité,bug bloquant,bug bloquant,Faible,perte de confiance dans la donnée produit,False,"Le tableau de bord met trop de temps à charger dès que le volume de données augmente. Pour un profil équipe support, ce niveau de friction réduit fortement la confiance dans le service."
SAAS-001976,2025-06-27,Feedback onboarding,PME,Belgique,API,Activation,1,negative,Onboarding / Usage,configuration complexe,configuration complexe,Faible,risque de non-adoption et churn précoce,False,"La configuration initiale demande trop d’allers-retours avec le support. Le cas concerne le segment pme, sur le parcours activation, avec un impact direct sur api."
SAAS-001977,2025-10-15,Ticket support,PME,France,Gestion utilisateurs,Activation,4,positive,Expérience positive,service satisfaisant,aucun irritant majeur,Faible,satisfaction et confiance,False,"merci au support cette fois, problème réglé rapidement"
SAAS-001978,2025-05-20,Enquête NPS,Équipe produit,France,Dashboard analytics,Configuration,3,negative,Onboarding / Usage,activation trop longue,activation trop longue,Faible,risque de non-adoption et churn précoce,False,L’onboarding est trop long. Notre équipe n’a pas compris quelles étapes étaient indispensables. Cela donne l’impression que le suivi n’est pas maîtrisé.
SAAS-001979,2025-02-02,Chat produit,Équipe support,Afrique francophone,Dashboard analytics,Usage quotidien,1,negative,Communication,documentation confuse,documentation confuse,Faible,manque de prévisibilité pour les clients B2B,False,personne répond
SAAS-001980,2025-06-26,Email client,PME,Canada,API,Usage quotidien,3,negative,Communication,statut incident peu visible,statut incident peu visible,Faible,manque de prévisibilité pour les clients B2B,False,bof
SAAS-001981,2025-07-17,Feedback onboarding,Équipe support,Suisse,Module onboarding,Activation,4,positive,Expérience positive,service satisfaisant,aucun irritant majeur,Faible,satisfaction et confiance,False,L’expérience s’est bien passée. Les informations étaient compréhensibles et le suivi était correct.
SAAS-001982,2025-12-22,Email client,Équipe support,Afrique francophone,Module onboarding,Configuration,2,negative,Produit / Qualité,métriques incohérentes,métriques incohérentes,Modérée,perte de confiance dans la donnée produit,False,Le tableau de bord met trop de temps à charger dès que le volume de données augmente. Cela a créé une perte de confiance.
SAAS-001983,2025-01-08,Ticket support,Startup,Suisse,Export reporting,Activation,1,negative,Communication,documentation confuse,documentation confuse,Faible,manque de prévisibilité pour les clients B2B,False,La documentation ne montre pas clairement les impacts des nouveaux paramètres. Cette situation est remontée depuis Suisse et touche surtout le parcours activation.
SAAS-001984,2025-03-26,Chat produit,Startup,Belgique,Gestion utilisateurs,Renouvellement,1,negative,Produit / Qualité,lenteur dashboard,lenteur dashboard,Faible,perte de confiance dans la donnée produit,False,Certaines métriques changent sans explication entre deux connexions. Cela m’a obligé à relancer plusieurs fois.
SAAS-001985,2025-05-25,Email client,Équipe produit,Canada,API,Configuration,1,negative,Support client,ticket sans suivi,ticket sans suivi,Faible,risque contractuel et insatisfaction compte clé,False,"L’escalade vers une personne technique prend trop de temps. Le problème n’est pas isolé : il génère des relances, de l’incertitude et une perception de manque de maîtrise."
SAAS-001986,2025-02-27,Chat produit,Équipe produit,Canada,Gestion utilisateurs,Usage quotidien,1,negative,Produit / Qualité,métriques incohérentes,métriques incohérentes,Faible,perte de confiance dans la donnée produit,False,"Le tableau de bord met trop de temps à charger dès que le volume de données augmente. Le problème n’est pas isolé : il génère des relances, de l’incertitude et une perception de manque de maîtrise."
SAAS-001987,2025-07-21,Ticket support,PME,Belgique,API,Activation,1,negative,Produit / Qualité,bug bloquant,bug bloquant,Modérée,perte de confiance dans la donnée produit,True,"Un bug bloque l’export des données au moment où nous devons préparer notre reporting mensuel. Le cas concerne le segment pme, sur le parcours activation, avec un impact direct sur api."
SAAS-001988,2025-01-18,Feedback onboarding,Startup,Canada,Export reporting,Support,2,negative,Facturation / Pricing,options avancées mal expliquées,options avancées mal expliquées,Faible,frein au renouvellement et à l’expansion,False,"La tarification est difficile à comprendre pour les options avancées. Le problème n’est pas isolé : il génère des relances, de l’incertitude et une perception de manque de maîtrise."
SAAS-001989,2025-06-23,Chat produit,Équipe produit,Canada,Gestion utilisateurs,Support,1,negative,Produit / Qualité,lenteur dashboard,lenteur dashboard,Faible,perte de confiance dans la donnée produit,False,"Le tableau de bord met trop de temps à charger dès que le volume de données augmente. Le cas concerne le segment équipe produit, sur le parcours support, avec un impact direct sur gestion utilisateurs."
SAAS-001990,2025-05-13,Enquête NPS,Startup,Afrique francophone,Gestion utilisateurs,Renouvellement,1,negative,Onboarding / Usage,configuration complexe,configuration complexe,Faible,risque de non-adoption et churn précoce,False,support repond a coté
SAAS-001991,2025-08-16,Ticket support,Équipe support,France,Export reporting,Support,4,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,"Je n’ai pas rencontré de blocage majeur, mais la communication pourrait être améliorée."
SAAS-001992,2025-03-08,Chat produit,Équipe produit,France,API,Support,3,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,personne répond
SAAS-001993,2025-05-30,Feedback onboarding,Startup,Suisse,Gestion utilisateurs,Support,1,negative,Onboarding / Usage,manque d’accompagnement,manque d’accompagnement,Faible,risque de non-adoption et churn précoce,False,trop lent franchement
SAAS-001994,2025-02-14,Chat produit,Startup,Afrique francophone,API,Configuration,2,negative,Communication,statut incident peu visible,statut incident peu visible,Faible,manque de prévisibilité pour les clients B2B,False,La roadmap manque de clarté.
SAAS-001995,2025-06-08,Email client,Équipe support,Suisse,API,Renouvellement,4,positive,Expérience positive,service satisfaisant,aucun irritant majeur,Faible,satisfaction et confiance,False,Le problème a été résolu rapidement après mon contact avec le support.
SAAS-001996,2025-06-27,Feedback onboarding,Équipe support,Afrique francophone,Dashboard analytics,Renouvellement,4,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,bloqué depuis hier
SAAS-001997,2025-09-14,Email client,Équipe produit,Suisse,Module onboarding,Renouvellement,3,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,"à revoir, surtout les explications"
SAAS-001998,2026-02-21,Email client,PME,Canada,API,Configuration,1,negative,Support client,support lent,support lent,Faible,risque contractuel et insatisfaction compte clé,False,L’escalade vers une personne technique prend trop de temps. Cette situation est remontée depuis Canada et touche surtout le parcours configuration.
SAAS-001999,2025-07-02,Ticket support,Équipe support,Afrique francophone,Dashboard analytics,Usage quotidien,4,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,"à revoir, surtout les explications"
SAAS-002000,2025-10-20,Chat produit,Grand compte,Suisse,Module onboarding,Support,1,negative,Support client,support lent,support lent,Faible,risque contractuel et insatisfaction compte clé,False,"Le suivi du ticket manque de clarté. Personne ne donne de délai. Le cas concerne le segment grand compte, sur le parcours support, avec un impact direct sur module onboarding."
SAAS-002001,2025-05-06,Email client,PME,Belgique,Module onboarding,Configuration,2,negative,Onboarding / Usage,première valeur trop tardive,première valeur trop tardive,Faible,risque de non-adoption et churn précoce,False,"L’onboarding est trop long. Notre équipe n’a pas compris quelles étapes étaient indispensables. Le problème n’est pas isolé : il génère des relances, de l’incertitude et une perception de manque de maîtrise."
SAAS-002002,2025-01-30,Chat produit,Grand compte,Afrique francophone,Export reporting,Usage quotidien,3,negative,Onboarding / Usage,première valeur trop tardive,première valeur trop tardive,Modérée,risque de non-adoption et churn précoce,False,Les nouveaux utilisateurs se perdent dans l’interface dès la première connexion. Cela a créé une perte de confiance.
SAAS-002003,2025-06-19,Chat produit,Équipe produit,Suisse,Export reporting,Support,2,negative,Onboarding / Usage,manque d’accompagnement,manque d’accompagnement,Faible,risque de non-adoption et churn précoce,False,service lent
SAAS-002004,2025-06-06,Email client,Équipe produit,Suisse,Dashboard analytics,Configuration,2,negative,Communication,release note absente,release note absente,Faible,manque de prévisibilité pour les clients B2B,False,"Lorsqu’un incident est en cours, le statut n’est pas assez visible. Le cas concerne le segment équipe produit, sur le parcours configuration, avec un impact direct sur dashboard analytics."
SAAS-002005,2025-06-06,Feedback onboarding,Grand compte,Belgique,Gestion utilisateurs,Usage quotidien,2,negative,Facturation / Pricing,options avancées mal expliquées,options avancées mal expliquées,Modérée,frein au renouvellement et à l’expansion,False,Le coût par utilisateur devient difficile à anticiper quand plusieurs équipes rejoignent la plateforme. Cela a retardé une décision importante.
SAAS-002006,2025-03-31,Feedback onboarding,Équipe produit,Canada,Export reporting,Configuration,2,negative,Produit / Qualité,export instable,export instable,Faible,perte de confiance dans la donnée produit,False,"L’API retourne parfois des erreurs sans message clair. Pour un profil équipe produit, ce niveau de friction réduit fortement la confiance dans le service."
SAAS-002007,2025-06-04,Email client,Équipe support,Suisse,Gestion utilisateurs,Activation,2,negative,Facturation / Pricing,renouvellement mal anticipé,renouvellement mal anticipé,Faible,frein au renouvellement et à l’expansion,False,franchement abusé
SAAS-002008,2025-02-05,Ticket support,Équipe support,Suisse,Dashboard analytics,Support,2,negative,Onboarding / Usage,activation trop longue,activation trop longue,Faible,risque de non-adoption et churn précoce,False,jattend depuis 2 semaine
SAAS-002009,2025-05-04,Enquête NPS,PME,Suisse,API,Configuration,4,positive,Expérience positive,service satisfaisant,aucun irritant majeur,Faible,satisfaction et confiance,False,"merci au support cette fois, problème réglé rapidement"
SAAS-002010,2025-06-18,Feedback onboarding,Grand compte,France,Module onboarding,Configuration,1,negative,Support client,réponse générique,réponse générique,Faible,risque contractuel et insatisfaction compte clé,False,bloqué depuis hier
SAAS-002011,2025-05-03,Chat produit,PME,France,Dashboard analytics,Usage quotidien,1,negative,Support client,support lent,support lent,Faible,risque contractuel et insatisfaction compte clé,False,toujours rien reçu
SAAS-002012,2026-01-05,Ticket support,Startup,France,Export reporting,Renouvellement,3,negative,Facturation / Pricing,tarification peu claire,tarification peu claire,Faible,frein au renouvellement et à l’expansion,False,"La facture mensuelle ne détaille pas assez les modules activés. Pour un profil startup, ce niveau de friction réduit fortement la confiance dans le service."
SAAS-002013,2025-06-19,Enquête NPS,Startup,France,Dashboard analytics,Usage quotidien,2,negative,Produit / Qualité,métriques incohérentes,métriques incohérentes,Faible,perte de confiance dans la donnée produit,False,trop lent franchement
SAAS-002014,2025-05-27,Ticket support,PME,Belgique,Module onboarding,Usage quotidien,2,negative,Communication,statut incident peu visible,statut incident peu visible,Faible,manque de prévisibilité pour les clients B2B,False,"Les changements de fonctionnalités ne sont pas suffisamment annoncés. Pour un profil pme, ce niveau de friction réduit fortement la confiance dans le service."
SAAS-002015,2025-12-19,Email client,Équipe produit,Belgique,Gestion utilisateurs,Support,1,negative,Communication,changement non annoncé,changement non annoncé,Faible,manque de prévisibilité pour les clients B2B,False,"La documentation ne montre pas clairement les impacts des nouveaux paramètres. Le problème n’est pas isolé : il génère des relances, de l’incertitude et une perception de manque de maîtrise."
SAAS-002016,2026-01-20,Email client,Équipe support,France,Module onboarding,Activation,2,negative,Produit / Qualité,bug bloquant,bug bloquant,Modérée,perte de confiance dans la donnée produit,True,Un bug bloque l’export des données au moment où nous devons préparer notre reporting mensuel. Cette situation est remontée depuis France et touche surtout le parcours activation.
SAAS-002017,2025-01-25,Chat produit,PME,Canada,Export reporting,Support,3,negative,Facturation / Pricing,renouvellement mal anticipé,renouvellement mal anticipé,Faible,frein au renouvellement et à l’expansion,False,"La facture mensuelle ne détaille pas assez les modules activés. Pour un profil pme, ce niveau de friction réduit fortement la confiance dans le service."
SAAS-002018,2025-03-09,Enquête NPS,Startup,Belgique,Gestion utilisateurs,Configuration,1,negative,Onboarding / Usage,parcours confus,parcours confus,Faible,risque de non-adoption et churn précoce,False,"Nous ne savons pas quoi faire après la création du compte. Le problème n’est pas isolé : il génère des relances, de l’incertitude et une perception de manque de maîtrise."
SAAS-002019,2025-05-01,Feedback onboarding,Grand compte,France,Module onboarding,Support,2,negative,Produit / Qualité,lenteur dashboard,lenteur dashboard,Faible,perte de confiance dans la donnée produit,False,Certaines métriques changent sans explication entre deux connexions. Cette situation est remontée depuis France et touche surtout le parcours support.
SAAS-002020,2025-05-14,Chat produit,Grand compte,Belgique,Export reporting,Configuration,2,negative,Onboarding / Usage,activation trop longue,activation trop longue,Faible,risque de non-adoption et churn précoce,False,personne repond
SAAS-002021,2025-06-06,Ticket support,Grand compte,Belgique,Dashboard analytics,Renouvellement,3,negative,Support client,réponse générique,réponse générique,Modérée,risque contractuel et insatisfaction compte clé,False,Nous avons reçu une réponse générique alors que le ticket contenait des captures et des logs détaillés. Cela a retardé une décision importante.
SAAS-002022,2025-07-09,Email client,PME,Canada,Module onboarding,Usage quotidien,1,negative,Produit / Qualité,export instable,export instable,Faible,perte de confiance dans la donnée produit,False,je comprends pas
SAAS-002023,2025-05-16,Chat produit,Grand compte,France,Dashboard analytics,Renouvellement,3,negative,Onboarding / Usage,parcours confus,parcours confus,Faible,risque de non-adoption et churn précoce,False,"Les nouveaux utilisateurs se perdent dans l’interface dès la première connexion. Le problème n’est pas isolé : il génère des relances, de l’incertitude et une perception de manque de maîtrise."
SAAS-002024,2025-09-06,Enquête NPS,Grand compte,Afrique francophone,Module onboarding,Renouvellement,5,positive,Expérience positive,service satisfaisant,aucun irritant majeur,Faible,satisfaction et confiance,False,Le problème a été résolu rapidement après mon contact avec le support.
SAAS-002025,2025-03-20,Feedback onboarding,Grand compte,Canada,Export reporting,Renouvellement,1,negative,Onboarding / Usage,première valeur trop tardive,première valeur trop tardive,Faible,risque de non-adoption et churn précoce,False,ca marche pas
SAAS-002026,2025-06-17,Feedback onboarding,PME,Canada,Module onboarding,Usage quotidien,2,negative,Onboarding / Usage,activation trop longue,activation trop longue,Faible,risque de non-adoption et churn précoce,False,"La configuration initiale demande trop d’allers-retours avec le support. Le cas concerne le segment pme, sur le parcours usage quotidien, avec un impact direct sur module onboarding."
SAAS-002027,2025-09-29,Email client,Équipe produit,Canada,Module onboarding,Configuration,4,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,"à revoir, surtout les explications"
SAAS-002028,2025-07-13,Feedback onboarding,Grand compte,Canada,Dashboard analytics,Activation,2,negative,Onboarding / Usage,parcours confus,parcours confus,Faible,risque de non-adoption et churn précoce,False,"Les nouveaux utilisateurs se perdent dans l’interface dès la première connexion. Le problème n’est pas isolé : il génère des relances, de l’incertitude et une perception de manque de maîtrise."
SAAS-002029,2025-06-29,Enquête NPS,Équipe produit,Afrique francophone,API,Renouvellement,2,negative,Produit / Qualité,export instable,export instable,Modérée,perte de confiance dans la donnée produit,False,L’API retourne parfois des erreurs sans message clair. Cela a retardé une décision importante.
SAAS-002030,2025-02-22,Email client,Grand compte,Afrique francophone,Module onboarding,Activation,3,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,"La procédure est faisable, mais elle demande beaucoup d’attention pour éviter une erreur."
SAAS-002031,2025-12-04,Chat produit,Startup,France,Export reporting,Configuration,1,negative,Onboarding / Usage,parcours confus,parcours confus,Faible,risque de non-adoption et churn précoce,False,"La configuration initiale demande trop d’allers-retours avec le support. Le cas concerne le segment startup, sur le parcours configuration, avec un impact direct sur export reporting."
SAAS-002032,2025-09-02,Chat produit,Grand compte,Afrique francophone,Module onboarding,Configuration,5,positive,Expérience positive,service satisfaisant,aucun irritant majeur,Faible,satisfaction et confiance,False,"Le service a été rapide, clair et la personne en charge m’a donné une réponse utile."
SAAS-002033,2025-05-07,Chat produit,Startup,Suisse,Export reporting,Usage quotidien,5,positive,Expérience positive,service satisfaisant,aucun irritant majeur,Faible,satisfaction et confiance,False,"Le service a été rapide, clair et la personne en charge m’a donné une réponse utile."
SAAS-002034,2025-08-07,Ticket support,Équipe support,Belgique,Dashboard analytics,Support,2,negative,Facturation / Pricing,options avancées mal expliquées,options avancées mal expliquées,Faible,frein au renouvellement et à l’expansion,False,je comprend pas le suivi
SAAS-002035,2025-02-13,Chat produit,Équipe support,Canada,Export reporting,Renouvellement,1,negative,Onboarding / Usage,manque d’accompagnement,manque d’accompagnement,Faible,risque de non-adoption et churn précoce,False,bloqué encore
